province;red;green;blue;x;x
10639;142;222;143;Tibiri;x
10640;140;117;160;Dogondoutchi;x
10641;92;140;5;Loga;x
10642;225;150;98;Falmey;x
10643;216;80;170;Boboye;x
10644;131;202;89;Balleyara;x
10645;202;110;118;Say;x
10646;144;73;2;Torodi;x
10647;252;91;141;Gotheye;x
10648;215;73;146;Tera;x
10649;181;121;156;Bankilare;x
10650;156;230;20;Ayerou;x
10651;223;35;75;Filingue;x
10652;9;205;179;Abala;x
10653;134;157;31;Banibangou;x
10654;226;201;131;Évreux;x
10655;56;121;35;Épinal;x
10656;116;233;171;Besancon;x
10657;136;111;23;Belfort;x
10658;145;45;14;Melun;x
10659;213;141;134;Essonne;x
10660;241;166;176;Vermandois;x
10661;191;53;152;Cergy;x
10662;97;195;35;Blois;x
10663;71;145;192;Châteauroux;x
10664;39;165;86;Laval;x
10665;168;161;155;Chaumont;x
10666;135;96;178;Niort;x
10667;114;143;154;Guéret;x
10668;207;190;61;Tulle;x
10669;227;50;222;Agen;x
10670;200;159;188;Mont de Marsan;x
10671;157;164;51;Montauban;x
10672;70;90;154;Lozère;x
10673;219;99;167;Foix;x
10674;114;66;171;Albi;x
10675;150;149;63;Nimes;x
10676;168;211;241;Aurillac;x
10677;162;173;177;Privas;x
10678;53;195;2;Valence;x
10679;85;92;50;Annecy;x
10680;114;94;18;Bourg en Bresse;x
10681;133;182;16;Saint Étienne;x
10682;248;71;130;Gap;x
10683;141;17;36;Toulon;x
10684;67;40;58;Viana;x
10685;170;193;168;Braga;x
10686;42;58;43;Vila Real;x
10687;169;9;79;Guarda;x
10688;231;222;167;Leiria;x
10689;247;248;87;Ribatejo;x
10690;205;88;110;Portalegre;x
10691;171;198;27;Evora;x
10692;8;227;62;Setúbal;x
10693;52;175;45;Plasencia;x
10694;245;140;53;Guadalajara;x
10695;175;33;97;Araba;x
10696;142;36;43;Gipuzkoa;x
10697;205;128;138;Andorra;x
10698;244;91;16;Artemisa;x
10699;201;61;92;Mayabeque;x
10700;175;207;115;Juventud;x
10701;127;195;142;Cienfuegos;x
10702;59;23;47;Sancti Spirítus;x
10703;90;72;73;Las Tunas;x
10704;155;182;33;Holguin;x
10705;168;204;93;Cayman Islands;x
10706;111;113;9;Kayes;x
10707;253;168;104;Kenieba;x
10708;137;183;55;Kangaba;x
10709;105;153;201;Yanfolila;x
10710;57;25;17;Yelimane;x
10711;37;235;181;Nioro;x
10712;216;47;110;Diema;x
10713;54;129;111;Banamba;x
10714;197;220;12;Nara;x
10715;115;226;134;Niono;x
10716;127;248;172;Koulikoro;x
10717;60;68;62;Baroueli;x
10718;178;224;235;Dioila;x
10719;201;245;220;Kolondieba;x
10720;168;115;27;Bla;x
10721;151;45;92;Sikasso;x
10722;85;201;81;Kadiolo;x
10723;167;254;117;Yorosso;x
10724;106;248;160;San;x
10725;81;157;30;Macina;x
10726;145;215;59;Tominian;x
10727;195;101;97;Bankass;x
10728;180;42;238;Koro;x
10729;216;28;227;Bandiagara;x
10730;230;193;24;Youwarou;x
10731;151;26;36;Niafunke;x
10732;97;88;31;Ansongo;x
10733;189;234;40;Tin Essako;x
10734;97;138;33;Kidal;x
10735;185;152;133;Tessalit;x
10736;44;129;82;Bimini;x
10737;192;227;49;Grand Bahama;x
10738;237;8;69;East Grand Bahama;x
10739;169;106;118;Grand Cay;x
10740;130;37;20;Abaco;x
10741;68;56;125;Sandy Point;x
10742;82;2;22;Spring City;x
10743;138;231;64;Moores Island;x
10744;191;252;15;Berry Islands;x
10745;185;94;30;Andros;x
10746;165;240;204;Behring Point;x
10747;148;120;60;Mangrove Cay;x
10748;62;242;74;Mars Bay;x
10749;95;22;60;Eleuthera;x
10750;216;53;206;Governors Harbour;x
10751;19;152;83;Tarpum Bay;x
10752;148;91;77;Cat Island;x
10753;213;25;154;Rum Cay;x
10754;54;122;149;San Salvador;x
10755;140;186;42;Black Point;x
10756;178;9;91;Exuma;x
10757;130;92;30;Ragged Island;x
10758;213;20;46;Long Island;x
10759;91;184;89;Crooked Island;x
10760;214;146;172;Acklins;x
10761;152;237;3;Mayaguana;x
10762;74;22;181;Inagua;x
10763;91;112;108;Hanover;x
10764;249;138;65;Westmoreland;x
10765;49;155;163;Saint James;x
10766;0;141;105;Trelawny;x
10767;239;21;179;Saint Elizabeth;x
10768;53;33;182;Manchester;x
10769;212;210;237;Clarendon;x
10770;161;236;149;Saint Ann;x
10771;247;64;143;Saint Catherine;x
10772;250;9;81;Saint Mary;x
10773;201;21;5;Portland;x
10774;156;234;138;Saint Thomas;x
10775;171;124;64;Akkar;x
10776;8;180;117;Baalbek;x
10777;49;184;41;Beirut;x
10778;47;48;18;Beqaa;x
10779;61;150;79;Nabatieh;x
10780;142;5;155;Nazareth;x
10781;112;34;188;Haifa;x
10782;54;147;237;Al Ramlah;x
10783;31;208;37;Tall Abib;x
10784;30;57;194;Bir Sebaa;x
10785;114;249;54;Ghazza;x
10786;198;225;143;Tafilah;x
10787;187;159;137;Madaba;x
10788;117;60;171;Balqa;x
10789;246;23;115;Jerash;x
10790;244;195;226;Ajloun;x
10791;35;120;40;Irbid;x
10792;186;117;155;Zarqa;x
10793;80;205;10;Babil;x
10794;111;195;148;Al Qadisiyah;x
10795;135;127;103;Dhi Qar;x
10796;145;145;223;Maysan;x
10797;39;189;22;Jérémie;x
10798;118;29;87;Nippes;x
10799;85;175;29;Yaquimel;x
10800;97;133;100;La Gonâve;x
10801;198;211;56;Hinche;x
10802;143;94;47;Cap Haïtien;x
10803;82;221;26;Fort Liberté;x
10804;56;108;92;Pedernales;x
10805;80;71;131;Barahona;x
10806;182;213;20;Ximani;x
10807;127;67;215;Baoruco;x
10808;247;210;144;Comendador;x
10809;140;27;117;Caonabo;x
10810;250;225;173;Dahaboon;x
10811;121;229;35;Santiago Rodríguez;x
10812;67;60;54;Santiago;x
10813;91;169;181;Valverde;x
10814;143;102;137;Monte Cristi;x
10815;210;56;59;La Vega;x
10816;155;219;109;Espaillat;x
10817;156;47;91;Hermanas;x
10818;240;63;214;Bonao;x
10819;58;73;142;Sánchez;x
10820;142;74;96;Duarte;x
10821;101;206;125;Samaná;x
10822;164;209;224;Ocoa;x
10823;44;68;108;Peravia;x
10824;242;169;41;San Cristóbal;x
10825;61;128;141;Monte Plata;x
10826;165;79;239;Hato Mayor;x
10827;194;90;154;San Pedro;x
10828;56;80;46;El Seibo;x
10829;231;176;251;La Romana;x
10830;225;168;87;Tayma;x
10831;218;81;176;Haql;x
10832;210;88;143;Duba;x
10833;7;169;0;Umluj;x
10834;219;236;98;Badr;x
10835;204;113;46;Khaybar;x
10836;220;4;135;Mahd;x
10837;58;193;26;Rabigh;x
10838;120;228;87;Khulays;x
10839;250;237;173;Al Kamil;x
10840;218;197;172;Al Jumum;x
10841;38;129;145;Al Lith;x
10842;42;174;132;Al Khurmah;x
10843;126;251;101;Ranyah;x
10844;65;51;12;Al Bahah;x
10845;201;87;196;Al Makhwah;x
10846;82;105;111;Muhayil;x
10847;84;94;249;Al Majaridah;x
10848;111;84;195;Al Namas;x
10849;75;232;213;Khamis Mushait;x
10850;212;39;125;Abha;x
10851;118;150;168;Sarat Ubaida;x
10852;17;153;199;Ahad Rafidah;x
10853;186;126;58;Tathlith;x
10854;147;57;127;Al Edabi;x
10855;136;191;64;Farasan;x
10856;128;146;47;Turaif;x
10857;216;38;9;Rafha;x
10858;159;180;39;Qurayyat;x
10859;26;246;136;Dumah;x
10860;130;74;61;Al Khazaiah;x
10861;140;127;212;Baqaa;x
10862;251;160;44;Al Shinan;x
10863;237;219;81;Al Nabhaniyah;x
10864;32;184;18;Al Bukayriyah;x
10865;233;118;16;Uyun Al Jiwa;x
10866;105;175;98;Ar Rass;x
10867;156;64;113;Unaizah;x
10868;243;103;254;Al Mithnab;x
10869;175;16;197;Al Shimasiyah;x
10870;118;236;32;Asyah;x
10871;108;162;186;Al Zulfi;x
10872;215;83;25;Al Ghat;x
10873;79;242;116;Rimah;x
10874;84;136;57;Thadiq;x
10875;15;72;43;Huraymila;x
10876;159;254;170;Diriyah;x
10877;108;13;23;Dhurma;x
10878;150;174;14;Al Muzahmiyya;x
10879;161;194;242;Al Hariq;x
10880;203;184;161;Bani Tamim;x
10881;132;242;210;Shuqrah;x
10882;102;238;194;Dawadmi;x
10883;248;42;3;Afif;x
10884;211;181;198;Yadamah;x
10885;166;121;228;Thar;x
10886;33;38;47;Khubash;x
10887;90;207;219;Sharurah;x
10888;71;160;93;Al Kharkhir;x
10889;68;131;58;Qaryat;x
10890;228;90;97;Khafji;x
10891;192;213;20;Al Nairyah;x
10892;242;44;94;Jubail;x
10893;74;93;58;Abqaiq;x
10894;224;168;57;Jahra;x
10895;18;157;0;Ahmadi;x
10896;67;208;20;Guernsey;x
10897;145;67;99;Jersey;x
10898;146;142;61;Aguadilla;x
10899;3;241;26;Mayaguez;x
10900;85;54;173;San German;x
10901;194;240;66;Arecibo;x
10902;15;134;137;San Sebastian;x
10903;204;32;5;Utuado;x
10904;107;24;77;Yauco;x
10905;116;170;129;Ponce;x
10906;216;36;85;Manati;x
10907;86;156;88;Vega Baja;x
10908;234;238;173;Toa Baja;x
10909;137;10;19;Juana Diaz;x
10910;161;208;231;Bayamon;x
10911;165;20;68;Cayey;x
10912;64;26;220;Guayama;x
10913;245;72;19;Carolina;x
10914;181;220;179;Caguas;x
10915;135;239;19;Humacao;x
10916;20;129;87;Fajardo;x
10917;107;143;78;Vieques;x
10918;153;199;89;Tortola;x
10919;187;139;103;Barentu;x
10920;172;76;67;Asmara;x
10921;104;15;248;Hayyu;x
10922;223;53;3;Tagorri;x
10923;198;25;119;Dikhil;x
10924;101;121;168;Ali Sabieh;x
10925;178;232;52;Dahlak;x
10926;106;126;84;Shire;x
10927;231;209;243;Maychew;x
10928;136;53;123;Bahir Dar;x
10929;24;110;48;Weldiya;x
10930;195;112;122;Oromia;x
10931;138;202;162;Metekel;x
10932;190;46;156;Kamashi;x
10933;179;143;252;Abala;x
10934;125;244;69;Argobba;x
10935;140;181;213;Hari Rasu;x
10936;44;194;77;Nuer;x
10937;79;4;95;Mezhenger;x
10938;238;146;120;Sheka;x
10939;244;167;64;Bench Maji;x
10940;45;34;7;Jinka;x
10941;237;236;133;Segen;x
10942;216;250;4;Gamo Gofa;x
10943;156;0;123;Konta;x
10944;172;157;148;Dawro;x
10945;103;139;73;Sidama;x
10946;253;161;107;Gedeo;x
10947;106;76;77;Silte;x
10948;153;185;107;Gurage;x
10949;175;218;36;Welega;x
10950;212;47;98;Kelam;x
10951;36;188;138;Shambu;x
10952;69;65;1;Ambo;x
10953;105;210;223;Debub Mirab;x
10954;27;169;70;Bilate;x
10955;186;29;1;Dhihaa;x
10956;83;2;184;Mieso;x
10957;56;174;28;Liben;x
10958;102;62;235;Korahe;x
10959;125;71;110;Nogob;x
10960;166;126;34;Fafan;x
10961;67;95;17;Sool;x
10962;66;251;111;Bakool;x
10963;232;146;154;Wajir;x
10964;37;5;117;Galole;x
10965;185;87;5;Makueni;x
10966;162;212;49;Kajiado;x
10967;96;42;57;Machakos;x
10968;15;251;23;Muranga;x
10969;91;1;62;Embu;x
10970;236;192;12;Tharaka Nithi;x
10971;20;183;117;Kitui;x
10972;142;102;38;Narok;x
10973;82;125;171;Nakuru;x
10974;250;106;224;Bomet;x
10975;144;214;146;Kericho;x
10976;167;250;4;Migori;x
10977;70;253;133;Kisii;x
10978;191;135;71;Homa;x
10979;173;21;138;Kisumu;x
10980;4;208;35;Siaya;x
10981;24;221;19;Busia;x
10982;252;156;133;Bungoma;x
10983;96;90;129;Nandi;x
10984;201;157;38;Uasin Gishu;x
10985;155;24;147;Marakwet;x
10986;67;179;85;Nzoia;x
10987;139;24;26;Baringo;x
10988;194;43;48;Pokot;x
10989;110;90;228;Nyandarua;x
10990;196;181;138;Nyeri;x
10991;119;27;93;Laikipia;x
10992;143;5;57;Meru;x
10993;189;121;25;Isiolo;x
10994;7;218;171;Samburu;x
10995;36;161;16;Aruba;x
10996;171;21;10;Bonaire;x
10997;188;206;162;Los Roques;x
10998;45;4;38;Anguilla;x
10999;39;76;47;Montserrat;x
11000;86;26;99;Barbuda;x
11001;2;29;26;Grenada;x
11002;147;109;64;Tobago;x
11003;200;68;3;Diego Martin;x
11004;216;15;170;Arima;x
11005;235;133;56;Sangre Grande;x
11006;152;78;90;Chaguanas;x
11007;60;203;21;Mayaro;x
11008;142;233;109;San Fernando;x
11009;202;152;250;Penal;x
11010;53;35;140;Point Fortin;x
11011;98;129;124;Maku;x
11012;222;106;96;Showt;x
11013;82;179;125;Salmas;x
11014;160;2;175;Naqadeh;x
11015;252;154;215;Piranshahr;x
11016;198;90;103;Sardasht;x
11017;9;79;91;Bukan;x
11018;245;208;104;Shahin Dezh;x
11019;76;168;72;Miandoab;x
11020;91;229;0;Bonab;x
11021;148;144;61;Charuymaq;x
11022;182;224;242;Bostanabad;x
11023;254;214;91;Sarab;x
11024;40;102;123;Azarshahr;x
11025;237;84;31;Shabestar;x
11026;173;189;83;Marand;x
11027;77;246;131;Jolfa;x
11028;223;153;116;Varzaqan;x
11029;150;166;173;Heris;x
11030;246;97;199;Ahar;x
11031;186;199;119;Kaleybar;x
11032;213;84;60;Parsabad;x
11033;66;86;101;Germi;x
11034;16;54;120;Meshginshahr;x
11035;231;216;218;Nir;x
11036;50;189;103;Kowsar;x
11037;143;164;238;Mahneshan;x
11038;245;99;7;Tarom;x
11039;244;166;158;Khodabandeh;x
11040;146;161;245;Khorramdarreh;x
11041;155;35;62;Alborz;x
11042;184;152;77;Takestan;x
11043;72;242;145;Avaj;x
11044;72;93;24;Savojbolagh;x
11045;221;44;77;Nazarabad;x
11046;26;137;125;Talesh;x
11047;10;0;73;Rezvanshahr;x
11048;107;187;151;Anzali;x
11049;206;104;44;Shaft;x
11050;200;168;63;Siahkal;x
11051;111;42;144;Langarud;x
11052;30;192;89;Rudsar;x
11053;223;202;164;Tonekabon;x
11054;29;227;149;Abbasabad;x
11055;142;237;78;Chalus;x
11056;163;121;65;Nowshahr;x
11057;103;33;9;Babolsar;x
11058;105;205;74;Qaem;x
11059;236;40;107;Neka;x
11060;254;149;171;Behshahr;x
11061;204;187;193;Gaz;x
11062;254;234;128;Torkaman;x
11063;115;100;73;Aqqala;x
11064;146;210;113;Aliabad;x
11065;218;172;90;Azadshahr;x
11066;213;244;187;Minudasht;x
11067;65;192;153;Kalaleh;x
11068;33;29;38;Kavus;x
11069;134;222;50;Khomein;x
11070;227;209;57;Mahallat;x
11071;98;45;115;Shazand;x
11072;15;117;111;Arak;x
11073;145;118;61;Farahan;x
11074;103;153;73;Tafresh;x
11075;191;108;170;Zarandieh;x
11076;43;179;107;Baharestan;x
11077;161;160;188;Ray;x
11078;73;157;59;Qarchak;x
11079;247;95;119;Damavand;x
11080;247;248;210;Garmsar;x
11081;43;214;110;Sorkheh;x
11082;221;90;57;Shahrud;x
11083;147;37;3;Meyami;x
11084;221;76;116;Maneh;x
11085;125;139;133;Jajrom;x
11086;213;129;116;Esfarayen;x
11087;32;175;104;Shirvan;x
11088;122;245;110;Bardaskan;x
11089;100;146;129;Davarzan;x
11090;77;50;37;Khoshab;x
11091;39;242;93;Bajestan;x
11092;114;77;79;Khvaf;x
11093;250;132;111;Kashmar;x
11094;12;221;130;Torbat;x
11095;189;31;77;Chenaran;x
11096;173;183;0;Dargaz;x
11097;131;130;68;Fariman;x
11098;229;107;33;Kalat;x
11099;45;131;1;Taybad;x
11100;133;199;102;Jam;x
11101;154;17;6;Faridan;x
11102;139;225;37;Chadegan;x
11103;231;245;82;Karvan;x
11104;233;108;37;Lenjan;x
11105;21;18;3;Shahreza;x
11106;224;10;86;Semirom;x
11107;18;62;76;Shahin Shahr;x
11108;2;73;1;Falavarjan;x
11109;0;247;88;Ardestan;x
11110;95;167;4;Nain;x
11111;203;63;33;Khur;x
11112;35;19;78;Khatam;x
11113;216;229;159;Mehriz;x
11114;46;195;88;Meybod;x
11115;18;65;104;Bafq;x
11116;149;117;73;Sarayan;x
11117;190;6;214;Qaen;x
11118;112;176;64;Zirkuh;x
11119;187;66;14;Darmian;x
11120;105;4;56;Khusf;x
11121;87;48;14;Khusf;x
11122;152;245;17;Bijar;x
11123;105;201;47;Marivan;x
11124;180;45;23;Kamyaran;x
11125;252;70;100;Dehgolan;x
11126;163;181;132;Javanrud;x
11127;75;57;120;Zahab;x
11128;77;149;68;Shirin;x
11129;189;192;87;Eslamabad;x
11130;246;201;137;Sahneh;x
11131;87;221;14;Sonqor;x
11132;240;152;65;Kabudarahang;x
11133;239;107;14;Famenin;x
11134;119;221;119;Asadabad;x
11135;150;104;31;Nahavand;x
11136;41;14;86;Malayer;x
11137;67;103;122;Aligudarz;x
11138;230;22;10;Dorud;x
11139;239;124;152;Borujerd;x
11140;167;223;137;Selseleh;x
11141;142;116;136;Kuhdasht;x
11142;39;100;101;Dokhtar;x
11143;104;60;73;Chardavol;x
11144;78;119;99;Malekshahi;x
11145;138;132;30;Abdanan;x
11146;217;247;197;Dehloran;x
11147;151;131;4;Azadegan;x
11148;247;51;75;Shush;x
11149;176;83;107;Khorramshahr;x
11150;162;0;183;Abadan;x
11151;58;96;28;Shadegan;x
11152;235;3;44;Mahshahr;x
11153;164;175;95;Hendijan;x
11154;239;194;65;Ramshir;x
11155;138;145;125;Behbahan;x
11156;143;188;188;Bavi;x
11157;86;176;64;Haftgel;x
11158;243;69;196;Malek;x
11159;152;201;26;Dezful;x
11160;143;231;1;Andimeshk;x
11161;236;182;7;Andika;x
11162;229;103;99;Masjed;x
11163;173;139;82;Izeh;x
11164;190;209;52;Kuhrang;x
11165;196;107;79;Ardal;x
11166;183;70;95;Ben;x
11167;70;234;137;Borujen;x
11168;236;122;21;Lordegan;x
11169;165;154;53;Landeh;x
11170;152;75;103;Charam;x
11171;100;3;52;Basht;x
11172;31;59;68;Deylam;x
11173;76;46;23;Ganaveh;x
11174;222;132;70;Dashtestan;x
11175;66;40;83;Dashti;x
11176;75;55;30;Deyr;x
11177;8;192;62;Asaluyeh;x
11178;181;224;76;Lamerd;x
11179;29;56;52;Khonj;x
11180;122;104;22;Jahrom;x
11181;227;84;80;Sarvestan;x
11182;41;65;48;Zarrin Dasht;x
11183;214;131;18;Neyriz;x
11184;150;23;180;Farashband;x
11185;253;245;39;Mamasani;x
11186;143;120;114;Kharameh;x
11187;172;197;81;Marvdasht;x
11188;182;90;53;Bavanat;x
11189;209;229;156;Khorrambid;x
11190;102;188;89;Eqlid;x
11191;85;92;4;Abadeh;x
11192;198;30;85;Parsian;x
11193;125;156;122;Bastak;x
11194;51;166;24;Khamir;x
11195;108;26;195;Hajjiabad;x
11196;67;52;68;Rudan;x
11197;168;169;100;Minab;x
11198;242;199;20;Sirik;x
11199;186;208;107;Bashagard;x
11200;156;40;51;Arzuiyeh;x
11201;52;81;31;Sirjan;x
11202;241;196;90;Babak;x
11203;159;120;98;Bardsir;x
11204;173;213;191;Zarand;x
11205;150;108;74;Ravar;x
11206;43;144;51;Jiroft;x
11207;201;188;22;Faryab;x
11208;22;42;76;Kahnuj;x
11209;242;173;77;Qaleh Ganj;x
11210;146;166;112;Rudbar Jonubi;x
11211;161;199;23;Rigan;x
11212;125;94;21;Fahraj;x
11213;47;169;5;Konarak;x
11214;178;32;55;Nik Shahr;x
11215;164;195;107;Sarbaz;x
11216;254;160;100;Dalgan;x
11217;249;189;88;Iranshahr;x
11218;132;184;47;Mehrestan;x
11219;125;94;103;Saravan;x
11220;64;149;14;Khash;x
11221;201;143;141;Zahedan;x
11222;158;177;45;Nimruz;x
11223;213;79;18;Hamun;x
11224;73;131;87;Kisoro;x
11225;246;198;91;Kabale;x
11226;175;125;110;Rukungiri;x
11227;53;53;39;Ntungamo;x
11228;199;69;47;Bushenyi;x
11229;46;0;45;Kasese;x
11230;237;147;61;Bundibugyo;x
11231;220;70;135;Kibaale;x
11232;148;224;66;Hoima;x
11233;237;187;61;Masindi;x
11234;60;115;123;Rakai;x
11235;86;15;242;Masaka;x
11236;168;186;60;Mubende;x
11237;49;84;37;Kiboga;x
11238;116;14;6;Luwero;x
11239;156;13;100;Mukono;x
11240;240;165;13;Pubungo;x
11241;11;146;115;Arua;x
11242;131;239;147;Moyo;x
11243;98;83;58;Apac;x
11244;119;28;0;Lira;x
11245;248;202;3;Kitgum;x
11246;252;235;111;Moroto;x
11247;236;131;166;Soroti;x
11248;204;144;22;Kumi;x
11249;144;51;31;Kapchorwa;x
11250;144;18;34;Mbale;x
11251;217;125;94;Pallisa;x
11252;244;243;38;Tororo;x
11253;75;132;117;Iganga;x
11254;3;74;65;Kamuli;x
11255;161;22;79;Wau;x
11256;134;229;59;Yambio;x
11257;240;92;133;Aweil;x
11258;58;110;16;Kuajok;x
11259;157;44;12;Bentiu;x
11260;175;124;116;Rumbek;x
11261;230;89;81;Bor;x
11262;73;67;23;Torit;x
11263;30;91;41;Bregenz;x
11264;249;116;0;Liechtenstein;x
11265;126;40;60;Bludenz;x
11266;238;126;78;Reutte;x
11267;209;172;46;Landeck;x
11268;60;65;48;Zell;x
11269;140;156;62;St Johann;x
11270;215;89;69;Innbaiern;x
11271;175;215;159;Grieskirchen;x
11272;80;125;69;Eferding;x
11273;235;172;151;Freistadt;x
11274;168;131;68;Traungau;x
11275;116;53;25;Wels;x
11276;240;158;156;Gmunden;x
11277;196;3;14;Waidhofen;x
11278;195;200;15;Zwettl;x
11279;39;75;26;Hollabrunn;x
11280;231;215;50;Korneuburg;x
11281;224;162;56;Mistelbach;x
11282;159;153;41;Wienerwald;x
11283;22;135;74;Lilienfeld;x
11284;34;36;66;Scheibbs;x
11285;136;119;32;Amstetten;x
11286;234;135;126;Bruck;x
11287;211;17;2;Modling;x
11288;140;7;213;Wiener Neustadt;x
11289;44;5;4;Eisenstadt;x
11290;102;97;111;Oberwart;x
11291;188;197;46;Jennersdorf;x
11292;188;128;169;Weiz;x
11293;238;24;99;Deutschlandsberg;x
11294;149;167;150;Leibnitz;x
11295;142;175;3;Liezen;x
11296;175;228;218;Leoben;x
11297;235;219;176;Feldkirchen;x
11298;115;94;42;Wolfsberg;x
11299;119;24;125;Oberkaernten;x
11300;232;84;101;Hermagor;x
11301;238;177;39;Al Ayn;x
11302;128;55;8;Dubai;x
11303;61;233;63;Ajman;x
11304;233;52;81;Umm Al Quwain;x
11305;109;158;74;Ras Al Khaimah;x
11306;222;239;151;Fujairah;x
11307;11;179;33;Shamal;x
11308;143;106;73;Khor;x
11309;66;48;102;Shahaniya;x
11310;162;171;81;Umm Salal;x
11311;183;126;48;Rayyan;x
11312;209;100;66;Wakrah;x
11313;254;49;44;Kaskazini;x
11314;117;233;89;Chake;x
11315;250;132;20;Wete;x
11316;196;190;132;Mbeya;x
11317;18;120;101;Njombe;x
11318;143;69;50;Arusha;x
11319;44;48;91;Manyara;x
11320;226;252;66;Songwe;x
11321;2;130;113;Katavi;x
11322;183;86;27;Mara;x
11323;29;102;80;Shinyanga;x
11324;75;69;61;Geita;x
11325;233;243;170;Geneva;x
11326;234;185;131;Fribourg;x
11327;236;44;53;Neuchatel;x
11328;77;140;49;Jura;x
11329;147;154;50;Basel;x
11330;15;55;31;Luzern;x
11331;95;251;145;Obwalden;x
11332;191;89;61;Nidwalden;x
11333;148;206;4;Aargau;x
11334;219;19;81;Zug;x
11335;163;126;44;Schaffhausen;x
11336;79;13;102;Thurgau;x
11337;96;35;42;Appenzel;x
11338;249;159;154;Glarus;x
11339;144;155;38;Uri;x
11340;114;12;110;Ticino;x
11341;157;19;61;Illanz;x
11342;181;53;19;Tonder;x
11343;148;214;111;Varde;x
11344;210;187;72;Sonderborg;x
11345;72;151;125;Haderslev;x
11346;235;116;132;Fredericia;x
11347;177;98;75;Billund;x
11348;92;11;87;Middelfart;x
11349;171;81;1;Faaborg;x
11350;87;118;47;Svendborg;x
11351;245;56;118;Langeland;x
11352;26;73;48;Herning;x
11353;105;222;78;Holstebro;x
11354;250;96;37;Struer;x
11355;240;213;177;Viborg;x
11356;156;250;136;Silkeborg;x
11357;144;143;89;Randers;x
11358;162;56;23;Syddjurs;x
11359;199;45;98;Skanderborg;x
11360;45;70;32;Horsens;x
11361;141;16;39;Thisted;x
11362;148;156;8;Jammerbugt;x
11363;30;115;105;Vesthimmerland;x
11364;221;77;161;Mariagerfjord;x
11365;247;232;24;Frederikshavn;x
11366;45;70;26;Maribo;x
11367;63;20;25;Vordingborg;x
11368;242;52;137;Naestved;x
11369;167;174;77;Slagelse;x
11370;115;172;7;Kalundborg;x
11371;238;4;59;Ringsted;x
11372;178;119;216;Holbaek;x
11373;250;215;108;Faxe;x
11374;240;173;15;Koge;x
11375;124;3;58;Roskilde;x
11376;177;235;120;Helsingor;x
11377;80;158;117;Chami;x
11378;175;191;12;Akjoujt;x
11379;176;149;100;Boutilimit;x
11380;126;37;78;Kiz;x
11381;176;108;25;Mederdra;x
11382;58;186;110;Rosso;x
11383;156;57;29;Keurmacen;x
11384;248;148;166;Lahjar;x
11385;114;134;59;Boghe;x
11386;28;239;58;Bababe;x
11387;226;225;121;Bagne;x
11388;169;215;19;Kaedi;x
11389;224;118;80;Maghama;x
11390;118;32;16;Bout;x
11391;246;23;69;Monguel;x
11392;140;146;118;Selibabi;x
11393;8;47;42;Yenge;x
11394;250;187;50;Barkewol;x
11395;235;208;140;Guerou;x
11396;102;18;149;Kankossa;x
11397;164;166;40;Tamchakett;x
11398;33;86;67;Atrous;x
11399;195;65;114;Kobenni;x
11400;161;146;89;Djiguenni;x
11401;161;182;97;Timbedra;x
11402;231;191;211;Nema;x
11403;219;217;72;Amourj;x
11404;232;200;5;Moudjeria;x
11405;63;100;50;Boumdeid;x
11406;229;216;206;Tidjikdja;x
11407;65;75;54;Tichitt;x
11408;43;199;42;Aoujeft;x
11409;168;139;23;Atar;x
11410;126;4;53;Chinguetti;x
11411;123;114;62;Ouadane;x
11412;76;166;79;Zouerat;x
11413;210;68;21;Musandam;x
11414;127;176;12;Al Batinah;x
11415;20;89;59;Al Buraimi;x
11416;151;93;95;Al Hazm;x
11417;130;45;17;Amran;x
11418;253;173;69;Al Mahwit;x
11419;220;87;94;Raymah;x
11420;244;177;136;Al Bayda;x
11421;39;156;19;Hajjah;x
11422;246;237;41;Ibb;x
11423;147;169;16;Dali;x
11424;88;164;74;Lahij;x
11425;148;46;63;Abyan;x
11426;183;128;40;Esenguly;x
11427;236;200;91;Bereket;x
11428;246;110;43;Serdar;x
11429;207;13;73;Baharly;x
11430;115;73;33;Kaushut;x
11431;38;15;27;Tejen;x
11432;206;226;96;Serakhs;x
11433;175;177;158;Darvaza;x
11434;181;107;38;Yylanly;x
11435;197;228;165;Koneurgenc;x
11436;208;119;108;Nugunek;x
11437;52;9;72;Kerpichli;x
11438;229;220;140;Farab;x
11439;99;193;9;Talimardzhan;x
11440;9;141;18;Halac;x
11441;138;226;43;Nichko;x
11442;250;202;166;Kerki;x
11443;139;82;29;Gowurdak;x
11444;16;58;78;Chungurli;x
11445;253;91;122;Garagum Etraby;x
11446;240;158;5;Zahmet;x
11447;120;118;25;Yoloten;x
11448;5;70;37;Sovetabad;x
11449;216;222;121;Galaymor;x
11450;68;18;10;Dervezekem;x
11451;250;242;50;Moynoq;x
11452;226;72;76;Shumanay;x
11453;213;147;95;Taxiatosh;x
11454;157;16;17;Nukus;x
11455;118;26;146;Taxtakopir;x
11456;190;126;162;Beruniy;x
11457;110;50;60;Tortkol;x
11458;175;0;118;Hazorasp;x
11459;179;244;71;Romitan;x
11460;159;140;4;Peshku;x
11461;62;165;37;Vabkent;x
11462;188;77;32;Jondor;x
11463;69;154;72;Qorakol;x
11464;144;130;96;Karaulbazar;x
11465;43;60;77;Kanimekh;x
